5	154196070	154205759	TE_01_003900709
1	167746034	167762161	TE_01_003900710
4	79209037	79214630	TE_01_003900711
16	70522411	70527007	TE_01_003900712
1	19310642	19326438	TE_01_003900713
11	67352390	67357830	TE_01_003900714
4	128286168	128308135	TE_01_003900715
2	157836387	157840044	TE_01_003900716
2	237963623	237978424	TE_01_003900717
15	96330532	96337800	TE_01_003900718
1	32178416	32186910	TE_01_003900719
11	62542483	62561409	TE_01_003900720
7	6015001	6031936	TE_01_003900721
11	444385	469934	TE_01_003900722
1	228452041	228464622	TE_01_003900723
6	15553115	15570659	TE_01_003900724
17	59153354	59159551	TE_01_003900725
1	116755648	116759444	TE_01_003900726
8	61684473	61721910	TE_01_003900727
6	36885170	36890480	TE_01_003900728
7	149492714	149497873	TE_01_003900729
8	127843973	127861334	TE_01_003900730
22	38392700	38401449	TE_01_003900731
6	139442006	139449811	TE_01_003900732
19	4051202	4078981	TE_01_003900733
11	95541589	95545269	TE_01_003900734
11	119099844	119103178	TE_01_003900735
15	45022888	45049894	TE_01_003900736
6	158030997	158043198	TE_01_003900737
5	36874296	36881376	TE_01_003900738
16	20803385	20808625	TE_01_003900739
